"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"589ed2cecf58f107fe24cb82","Rediscovery of a lost Lagerst<U+00E4>tte: a comparative analysis of the historical and recent Mare aux Songes dodo excavations on Mauritius","Historical Biology","Hume, J.P.; de Louw, P.G.B.; Rijsdijk, K.F.","2","http://www.tandfonline.com/doi/full/10.1080/08912963.2014.945927","Taylor and Francis","10.1080/08912963.2014.945927","2015 11","Mechanical damage is much rarer in the MAS19/20 specimens (, 5%), compared with those of MAS20/21 (.","15427"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCH<U+00D6>NE, B. R.","2","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","presented here are uniquely conditioned by the geographical setting, with a coastal waterway with partly restricted","15439"
"5783c46ecf58f17b7b64533f","REFINING ESTIMATES FOR THE SEASON OF SHELLFISH COLLECTION ON THE PACIFIC NORTHWEST COAST: APPLYING HIGH-RESOLUTION STABLE OXYGEN ISOTOPE ANALYSIS AND SCLEROCHRONOLOGY","Archaeometry","BURCHELL, M.; CANNON, A.; HALLMANN, N.; SCHWARCZ, H. P.; SCH<U+00D6>NE, B. R.","2","http://doi.wiley.com/10.1111/j.1475-4754.2012.00684.x","Wiley","10.1111/j.1475-4754.2012.00684.x","April 2013","access to open ocean seawater, heavier winter rains and a nearby mountain range that accumulates a thick","15439"
"54b4326ee138239d868506ff","Paleoecological studies in the Klokkeweel bog near hoogkarspel (prov. of Noord-Holland)","Review of Palaeobotany and Palynology","Pals, J.P; Van Geel, B; Delfos, A","2","http://www.sciencedirect.com/science/article/pii/0034666780900202","Elsevier","10.1016/0034-6667(80)90020-2","1980","Central cell(s) brown, basal cell hyaline and thin-walled, damaged.","15744"
"54b4326ee138239d868506ff","Paleoecological studies in the Klokkeweel bog near hoogkarspel (prov. of Noord-Holland)","Review of Palaeobotany and Palynology","Pals, J.P; Van Geel, B; Delfos, A","2","http://www.sciencedirect.com/science/article/pii/0034666780900202","Elsevier","10.1016/0034-6667(80)90020-2","1980","The two end cells very pale, often totally damaged. The two central cells 29--36 X 9-13 pm.","15744"
"583d3b68cf58f1a1eac0c525","The historical demise of Pinus nigra forests in the Northern Iberian Plateau (south-western Europe)","Journal of Ecology","Morales-Molino, C<U+00E9>sar; Tinner, Willy; Garc<U+00ED>a-Ant<U+00F3>n, Mercedes; Colombaroli, Daniele","1","http://doi.wiley.com/10.1111/1365-2745.12702","Wiley","10.1111/1365-2745.12702","2016 11",". & Espelta, J.M. (2005) Effects of tree size, crown damage, and tree location on post-<U+FB01>re survival and","15985"
"54b43269e138239d8684f8d1","Late Wisconsin vegetational and climatic history at Kylen Lake, northeastern Minnesota","Quaternary Research","Birks, H.J.B.","1","http://www.sciencedirect.com/science/article/pii/0033589481900156","Elsevier","10.1016/0033-5894(81)90015-6","November 1981","sediments, and they suggest that in some depositional environments degradation may result from mechanical damage","27"
"572472f1cf58f10886fc73c9","Pinus sylvestris treeline development and movement on the Kola Peninsula of Russia: pollen and stomate evidence","Journal of Ecology","Gervais, Bruce R.; MacDonald, Glen M.; Snyder, Jeffrey A.; Kremenetski, Constantine V.","1","http://doi.wiley.com/10.1046/j.1365-2745.2002.00697.x","Wiley","10.1046/j.1365-2745.2002.00697.x","August 2002","Gallimore 1988; Kullman 1998b) and could have resulted in pine seedling root desiccation or meristem tissue damage","16098"
"54b4326be138239d8684fdc8","Modern pollen rain in savanna and forest ecosystems of Gabon and Cameroon, Central Atlantic Africa","Review of Palaeobotany and Palynology","Lebamba, Judica<U+00EB>l; Vincens, Annie; Jolly, Dominique; Ngomanda, Alfred; Schevin, Patrick; Maley, Jean; Bentaleb, Ilhem","2","http://www.sciencedirect.com/science/article/pii/S003466670800095X","Elsevier","10.1016/j.revpalbo.2008.06.004","January 2009","The preservation of pollen and spores was good, with few damaged (i.e. indeterminable) grains (less than","16128"
"54b4326be138239d8684fdc8","Modern pollen rain in savanna and forest ecosystems of Gabon and Cameroon, Central Atlantic Africa","Review of Palaeobotany and Palynology","Lebamba, Judica<U+00EB>l; Vincens, Annie; Jolly, Dominique; Ngomanda, Alfred; Schevin, Patrick; Maley, Jean; Bentaleb, Ilhem","2","http://www.sciencedirect.com/science/article/pii/S003466670800095X","Elsevier","10.1016/j.revpalbo.2008.06.004","January 2009","Data are expressed as pollen percentages of a sum excluding damaged grains.","16128"
"5a2aa205cf58f17921dad7be","Evidence for orbital and North Atlantic climate forcing in alpine Southern California between 125 and 10 ka from multi-proxy analyses of Baldwin Lake","Quaternary Science Reviews","Glover, Katherine C.; MacDonald, Glen M.; Kirby, Matthew E.; Rhodes, Edward J.; Stevens, Lora; Silveira, Emily; Whitaker, Alexis; Lydon, Scott","2","https://www.sciencedirect.com/science/article/pii/S0277379117303566","Elsevier","10.1016/j.quascirev.2017.04.028","1 July 2017","change during these interstadials in the present study, enhanced aridity was a consistent response at sensitive","16174"
"5a2aa205cf58f17921dad7be","Evidence for orbital and North Atlantic climate forcing in alpine Southern California between 125 and 10 ka from multi-proxy analyses of Baldwin Lake","Quaternary Science Reviews","Glover, Katherine C.; MacDonald, Glen M.; Kirby, Matthew E.; Rhodes, Edward J.; Stevens, Lora; Silveira, Emily; Whitaker, Alexis; Lydon, Scott","2","https://www.sciencedirect.com/science/article/pii/S0277379117303566","Elsevier","10.1016/j.quascirev.2017.04.028","1 July 2017","sites in the surrounding Mojave Desert, and eastward into the Southwest.","16174"
"56f900a9cf58f174a7afc0cd","Holocene climate inferred from glacier extent, lake sediment and tree rings at Goat Lake, Kenai Mountains, Alaska, USA","Journal of Quaternary Science","Daigle, Thomas A.; Kaufman, Darrell S.","1","http://doi.wiley.com/10.1002/jqs.1166","Wiley","10.1002/jqs.1166","January 2009","Two trees were cored twice, two trees were discarded from the chronology because the crown had been damaged","15387"
"54b43268e138239d8684f714","Late Holocene vegetational change in central Madagascar","Quaternary Research","Burney, David A.","1","http://www.sciencedirect.com/science/article/pii/003358948790038X","Elsevier","10.1016/0033-5894(87)90038-X","July 1987","Grasses in these woodlands often catch fire, ordinarily with little or no damage to the woodlands, but","16224"
"5c302c591faed655488b7378","Organic matter sources and lateral sedimentation in a Bahamian karst basin (sinkhole) over the late Holocene: Influence of local vegetation and climate","Palaeogeography, Palaeoclimatology, Palaeoecology","van Hengstum, Peter J.; Louchouarn, Patrick; Molodtsov, Sergey; Kaiser, Karl; Donnelly, Jeffrey P.; Albury, Nancy A.; Fall, Patricia L.","1","https://www.sciencedirect.com/science/article/pii/S0031018218300683","Elsevier","10.1016/j.palaeo.2018.06.014","1 October 2018","preserved in subsurface  reef-dwelling foraminifera (e.g., Archaias) and marine bioclasts  hurricane tree damage","16319"
"58d27b79cf58f121bb4ff3c1","The ultrastructure of fossil dispersed monosulcate pollen from the Early Cretaceous of Transbaikalia, Russia","Grana","Zavialova, Natalia; Markevich, Valentina; Bugdaeva, Eugenia; Polevova, Svetlana","1","http://www.tandfonline.com/doi/abs/10.1080/00173134.2011.611530","Taylor and Francis","10.1080/00173134.2011.611530","2011 09","Rothwell and Holt (1997) published a SEM micrograph of an apparently damaged ellipsoidal pollen grain","16343"
"57d020edcf58f14cd6757649","The impact of changing reservoir effects on the 14C chronology of a Holocene sediment record from South Africa","Quaternary Geochronology","W<U+00FC>ndsch, Michael; Haberzettl, Torsten; Meadows, Michael E.; Kirsten, Kelly L.; Kasper, Thomas; Baade, Jussi; Daut, Gerhard; Stoner, Joseph S.; M<U+00E4>usbacher, Roland","1","http://www.sciencedirect.com/science/article/pii/S1871101416300164","Elsevier","10.1016/j.quageo.2016.08.011","Available online 1 September 2016","The future of the South Atlantic anomaly and implications for radiation damage in space. J. Atmos.","16422"
"654b8b154f5dbdaca36c457b","Annual pollen traps reveal the complexity of climatic control on pollen productivity in Europe and the Caucasus","Vegetation History and Archaeobotany","van der Knaap, W. O.; van Leeuwen, Jacqueline F. N.; Svitavsk<U+00E1>-Svobodov<U+00E1>, Helena; Pidek, Irena A.; Kvavadze, Eliso; Chichinadze, Maia; Giesecke, Thomas; Kaszewski, Bogus<U+0142>aw Micha<U+0142>; Oberli, Florencia; Kalni<U+0146>a, Laimdota; Pardoe, Heather S.; Tinner, Willy; Ammann, Brigitta","1","http://link.springer.com/10.1007/s00334-010-0250-6","Springer","10.1007/s00334-010-0250-6","2010 8","in the four Swiss regions might be tentatively explained by snow insulation preventing winter-frost damage","16704"
"654b8b154f5dbdaca36c4553","Estimating absolute pollen productivity for some European Tertiary-relict taxa","Vegetation History and Archaeobotany","Filipova-Marinova, Mariana V.; Kvavadze, Eliso V.; Connor, Simon E.; Sj<U+00F6>gren, Per","1","http://link.springer.com/10.1007/s00334-010-0257-z","Springer","10.1007/s00334-010-0257-z","2010 8","Data are missing from some years when traps were stolen, lost, damaged or contaminated.","16856"
"54b4326be138239d8684ffb5","Pollen influx into Tauber traps in Estonia in 1997<U+2013>1998","Review of Palaeobotany and Palynology","Koff, T.","2","http://www.sciencedirect.com/science/article/pii/S0034666701000768","Elsevier","10.1016/S0034-6667(01)00076-8","October 2001","Unfortunately, many traps were damaged or stolen.","16854"
"54b4326be138239d8684ffb5","Pollen influx into Tauber traps in Estonia in 1997<U+2013>1998","Review of Palaeobotany and Palynology","Koff, T.","2","http://www.sciencedirect.com/science/article/pii/S0034666701000768","Elsevier","10.1016/S0034-6667(01)00076-8","October 2001","summarises data on cereal in<U+00AF>ux for 1998, in some cases where there were no results for that year owing to damage","16854"
"583d3b68cf58f1a1eac0c525","The historical demise of Pinus nigra forests in the Northern Iberian Plateau (south-western Europe)","Journal of Ecology","Morales-Molino, C<U+00E9>sar; Tinner, Willy; Garc<U+00ED>a-Ant<U+00F3>n, Mercedes; Colombaroli, Daniele","1","http://doi.wiley.com/10.1111/1365-2745.12702","Wiley","10.1111/1365-2745.12702","2016 11",". & Espelta, J.M. (2005) Effects of tree size, crown damage, and tree location on post-<U+FB01>re survival and","16830"
"54b4326ae138239d8684fdb2","Pollen productivity, dispersal, and correction factors for major tree taxa in the Swiss Alps based on pollen-trap results","Review of Palaeobotany and Palynology","Sj<U+00F6>gren, Per; van der Knaap, W.O.; Huusko, Antti; van Leeuwen, Jacqueline F.N.","1","http://www.sciencedirect.com/science/article/pii/S0034666708000754","Elsevier","10.1016/j.revpalbo.2008.05.003","December 2008","Sampling years for traps with potential bias were excluded, e.g. when the trap was damaged, lid removed","16871"
"54d6426fe138238471e7f9d7","Ultrafiltration for asphalt removal from bone collagen for radiocarbon dating and isotopic analysis of Pleistocene fauna at the tar pits of Rancho La Brea, Los Angeles, California","Quaternary Geochronology","Fuller, Benjamin T.; Fahrni, Simon M.; Harris, John M.; Farrell, Aisling B.; Coltrain, Joan B.; Gerhart, Laci M.; Ward, Joy K.; Taylor, R.E.; Southon, John R.","1","http://www.sciencedirect.com/science/article/pii/S1871101414000302","Elsevier","10.1016/j.quageo.2014.03.002","August 2014","Paleoecological and taphonomic implications of insect-damaged Pleistocene vertebrate remains from Rancho","20312"
"654bb9f84f5dbdaca36d51f7","Variations in pollen deposition of the main taxa forming the land cover along a NW<U+2013>SE transect in European Russia: results of a ten year Tauber trap monitoring period","Vegetation History and Archaeobotany","Nosova, Maria B.; Lisitsyna, Olga V.; Volkova, Olga A.; Severova, Elena E.","2","http://link.springer.com/10.1007/s00334-020-00775-1","Springer","10.1007/s00334-020-00775-1","2020 11","Some traps were placed unsuccessfully and damaged regularly, therefore, some of them were relocated during","16883"
"654bb9f84f5dbdaca36d51f7","Variations in pollen deposition of the main taxa forming the land cover along a NW<U+2013>SE transect in European Russia: results of a ten year Tauber trap monitoring period","Vegetation History and Archaeobotany","Nosova, Maria B.; Lisitsyna, Olga V.; Volkova, Olga A.; Severova, Elena E.","2","http://link.springer.com/10.1007/s00334-020-00775-1","Springer","10.1007/s00334-020-00775-1","2020 11","Several series of data were incomplete due to damage by people (RU-ZV and RU-TU) or animals (RU-PL and","16883"
"54b43246e138239d86849918","Late quaternary vegetation history of the South-Tanganyika basin. Climatic implications in South Central Africa","Palaeogeography, Palaeoclimatology, Palaeoecology","Vincens, A.","1","http://www.sciencedirect.com/science/article/pii/0031018291900812","Elsevier","10.1016/0031-0182(91)90081-2","August 1991","Much of the existing forest has been recently damaged by fire, particularly on the main plateau.","16991"
"649c96084f5dbdaca31b7bec","Estuarine Dissolved Oxygen History Inferred from Sedimentary Trace Metal and Organic Matter Preservation","Estuaries and Coasts","Johnson, Geoffrey M.; Sutherland, David A.; Roering, Josh J.; Mathabane, Nathan; Gavin, Daniel G.","1","http://link.springer.com/10.1007/s12237-019-00580-8","Springer","10.1007/s12237-019-00580-8","2019 7","Population data since 1890 for the county level was obtained from historical census archives (University","17091"
"649c96084f5dbdaca31b7bec","Estuarine Dissolved Oxygen History Inferred from Sedimentary Trace Metal and Organic Matter Preservation","Estuaries and Coasts","Johnson, Geoffrey M.; Sutherland, David A.; Roering, Josh J.; Mathabane, Nathan; Gavin, Daniel G.","1","http://link.springer.com/10.1007/s12237-019-00580-8","Springer","10.1007/s12237-019-00580-8","2019 7","Compliance with Ethical Standards Conflict of Interest The authors declare that they have no conflict","17091"
"571e623ccf58f17ac73976a6","Quantifying ecological change through discriminant analysis: a paleoecological example from the Peruvian Amazon","Journal of Vegetation Science","Correa-Metrio, A.; Cabrera, K. R.; Bush, M. B.","1","http://doi.wiley.com/10.1111/j.1654-1103.2010.01178.x","Wiley","10.1111/j.1654-1103.2010.01178.x","March 2010","Presence and persistence <U+FB01>lters Statistical noise produced by rare taxa could obfuscate signal in the","17134"
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","Journal of Quaternary Science","Head, Martin J.; Harland, Rex; Matthiessen, Jens","3","http://doi.wiley.com/10.1002/jqs.657","Wiley","10.1002/jqs.657","October 2001","A split in the cyst wall of the holotype was regarded originally as possible damage.","17256"
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","Journal of Quaternary Science","Head, Martin J.; Harland, Rex; Matthiessen, Jens","3","http://doi.wiley.com/10.1002/jqs.657","Wiley","10.1002/jqs.657","October 2001","Some specimens were seen with mostly acuminate process tips, but damage or incomplete development is","17256"
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","Journal of Quaternary Science","Head, Martin J.; Harland, Rex; Matthiessen, Jens","3","http://doi.wiley.com/10.1002/jqs.657","Wiley","10.1002/jqs.657","October 2001","been found with polygonal openings (Plate 3l and m; and the holotype), but these are interpreted as damage","17256"
"58cf8506cf58f1bb7fcc7c48","Palynology, vegetation and climate of the Waikato lowlands, North Island, New Zealand, since c. 18,000 years ago","Journal of the Royal Society of New Zealand","Newnham, R. M.; Lowe, D. J.; Green, J. D.","1","http://www.tandfonline.com/doi/abs/10.1080/03036758.1989.10426443","Taylor and Francis","10.1080/03036758.1989.10426443","1989 06","during and immediately following the Taupo Pumice eruption must have been exceptional to allow such damage","17254"
"54b4326ce138239d86850299","Kurnell Fen: an eastern Australian coastal wetland, its Holocene vegetation, relevant to sea-level change and aboriginal land use","Review of Palaeobotany and Palynology","Martin, A.R.H.","2","http://www.sciencedirect.com/science/article/pii/0034666794900086","Elsevier","10.1016/0034-6667(94)90008-6","February 1994","Shell from middens was taken for lime, damaging foredunes, and by the last decade of the century sand","17980"
"54b4326ce138239d86850299","Kurnell Fen: an eastern Australian coastal wetland, its Holocene vegetation, relevant to sea-level change and aboriginal land use","Review of Palaeobotany and Palynology","Martin, A.R.H.","2","http://www.sciencedirect.com/science/article/pii/0034666794900086","Elsevier","10.1016/0034-6667(94)90008-6","February 1994","Twenty years exploitation by Europeans in the late 19th century caused far greater damage than  331 these","17980"
"58334434cf58f177a7b792dc","On the equivocal fate of Late Pleistocene Callitris Vent. (Cupressaceae) woodlands in arid South Australia","Quaternary International","Luly, J.G.","1","http://www.sciencedirect.com/science/article/pii/S1040618201000374","Elsevier","10.1016/S1040-6182(01)00037-4","11 September 2001","required to institute and maintain the pattern of mosaic burning necessary to regulate the occurrence of damaging","17949"
"54b4324fe138239d8684b011","Reconstruction of environmental and climate changes at Braamhoek wetland, eastern escarpment South Africa, during the last 16,000<U+00A0>years with emphasis on the Pleistocene<U+2013>Holocene transition","Palaeogeography, Palaeoclimatology, Palaeoecology","Norstr<U+00F6>m, E.; Scott, L.; Partridge, T.C.; Risberg, J.; Holmgren, K.","2","http://www.sciencedirect.com/science/article/pii/S0031018208005907","Elsevier","10.1016/j.palaeo.2008.10.018","15 January 2009","during light microscope analysis showed that the grains are well preserved with very limited erosive damage","18536"
"54b4324fe138239d8684b011","Reconstruction of environmental and climate changes at Braamhoek wetland, eastern escarpment South Africa, during the last 16,000<U+00A0>years with emphasis on the Pleistocene<U+2013>Holocene transition","Palaeogeography, Palaeoclimatology, Palaeoecology","Norstr<U+00F6>m, E.; Scott, L.; Partridge, T.C.; Risberg, J.; Holmgren, K.","2","http://www.sciencedirect.com/science/article/pii/S0031018208005907","Elsevier","10.1016/j.palaeo.2008.10.018","15 January 2009","Potential biases in the pollen assemblages due to selective damage of certain pollen taxa (due to different","18536"
"570ffab6cf58f11ceeb8c617","CHRONOLOGY AND DYNAMICS OF VEGETATION CHANGE IN THE PRAIRIE-WOODLAND REGION OF SOUTHERN MINNESOTA, U.S.A. *","New Phytologist","GRIMM, ERIC C.","1","http://doi.wiley.com/10.1111/j.1469-8137.1983.tb03434.x","Wiley","10.1111/j.1469-8137.1983.tb03434.x","February 1983","In general, rougher topography provides more sites protected from fire and, therefore, more habitats","54"
"59652e7acf58f1a9572e151f","Nonmarine Ostracoda (Crustacea) from Jeju Island, South Korea, including descriptions of two new species","Journal of Natural History","Smith, Robin James; Lee, Jimin; Chang, Cheon Young","1","http://www.tandfonline.com/doi/abs/10.1080/00222933.2014.946110","Taylor and Francis","10.1080/00222933.2014.946110","2014 07","Their specimens were <U+2018>severely damaged<U+2019> by formalin, and they noted that they were unable to illustrate","18719"
"5ea9abff998e17af826c6464","Postglacial history of East European boreal forests in the mid<U+2010>Kama region, pre<U+2010>Urals, Russia","Boreas","Shumilovskikh, Lyudmila S.; Schmidt, Monika; Pereskokov, Mikhail; Sannikov, Pavel","1","https://onlinelibrary.wiley.com/doi/abs/10.1111/bor.12436","Wiley","10.1111/bor.12436","","development, this phase starts with a minimum of Picea and later Ulmus (Fig. 5), possibly indicating damage","4"
"54b43277e138239d8685206a","Late Holocene paleoceanography and climate variability over the Mackenzie Slope (Beaufort Sea, Canadian Arctic)","Marine Geology","Bringu<U+00E9>, Manuel; Rochon, Andr<U+00E9>","1","http://www.sciencedirect.com/science/article/pii/S0025322711002611","Elsevier","10.1016/j.margeo.2011.11.004","1 January 2012","with smooth surface that could not be identi<U+FB01>ed to the species level (archeopyle not visible and/or damaged","19341"
"550699cde1382326932d91ec","High resolution sedimentary record of dinoflagellate cysts reflects decadal variability and 20th century warming in the Santa Barbara Basin","Quaternary Science Reviews","Bringu<U+00E9>, Manuel; Pospelova, Vera; Field, David B.","1","http://www.sciencedirect.com/science/article/pii/S0277379114003709","Elsevier","10.1016/j.quascirev.2014.09.022","1 December 2014","Despite the use of nitric acid and potassium hydroxide for sample preparation which can damage or destroy","19346"
"57889b91cf58f1376bf9b0b6","Late Quaternary vegetation near Battle Ground Lake, southern Puget Trough, Washington","Geol Soc America Bull","BARNOSKY, CATHY W.","1","http://dx.doi.org/10.1130/0016-7606(1985)96<263:lqvnbg>2.0.co;2","GSA","10.1130/0016-7606(1985)96<263:lqvnbg>2.0.co;2","1985","not be identified from these sources were tallied as ""unknown""; those that were hidden or physically damaged","341"
"59652e7acf58f1a9572e151f","Nonmarine Ostracoda (Crustacea) from Jeju Island, South Korea, including descriptions of two new species","Journal of Natural History","Smith, Robin James; Lee, Jimin; Chang, Cheon Young","1","http://www.tandfonline.com/doi/abs/10.1080/00222933.2014.946110","Taylor and Francis","10.1080/00222933.2014.946110","2014 07","Their specimens were <U+2018>severely damaged<U+2019> by formalin, and they noted that they were unable to illustrate","20414"
"5778c28bcf58f140a930803d","UPPER PLIOCENE VERTEBRATES FROM KEEFE CANYON, MEADE COUNTY, KANSAS","Geol Soc America Bull","HIBBARD, CLAUDE W.; RIGGS, ELMER S.","1","http://dx.doi.org/10.1130/0016-7606(1949)60[829:upvfkc]2.0.co;2","GSA","10.1130/0016-7606(1949)60[829:upvfkc]2.0.co;2","1949","The basisphenoid is not damaged and presents a noticeable contrast to that of Camdus.","6009"
"54b43268e138239d8684f80a","A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts","Quaternary Research","Winkler, Marjorie Green","2","http://www.sciencedirect.com/science/article/pii/0033589485900377","Elsevier","10.1016/0033-5894(85)90037-7","May 1985","diversity of the pitted outwash plain allows great between-site vegetation diversity in the moister sites","15"
"54b43268e138239d8684f80a","A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts","Quaternary Research","Winkler, Marjorie Green","2","http://www.sciencedirect.com/science/article/pii/0033589485900377","Elsevier","10.1016/0033-5894(85)90037-7","May 1985","Protected hollows on the Cape and within a 5-km radius of Duck Pond support hickory (Caryu sp.), Sussafras","15"
"54b43268e138239d8684f80a","A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts","Quaternary Research","Winkler, Marjorie Green","1","http://www.sciencedirect.com/science/article/pii/0033589485900377","Elsevier","10.1016/0033-5894(85)90037-7","May 1985","Jack pine, unlike pitch pine, is unable to resprout when damaged by wind, fire, fungi, insects, or salt","15"
"5783c318cf58f18fc9cfc0cb","Quaternary Environments at Cape Deceit (Seward Peninsula, Alaska): Evolution of a Tundra Ecosystem","Geol Soc America Bull","MATTHEWS, J. V.","1","http://dx.doi.org/10.1130/0016-7606(1974)85<1353:qeacds>2.0.co;2","GSA","10.1130/0016-7606(1974)85<1353:qeacds>2.0.co;2","1974","V., 1966, Cold damage and plant mortality in experimental provenance plantations with Scots pine in northern","6066"
"54b43267e138239d8684f3f9","Mid-Holocene Hemlock Decline in Eastern North America Linked with Phytophagous Insect Activity","Quaternary Research","Bhiry, Najat; Filion, Louise","4","http://www.sciencedirect.com/science/article/pii/S0033589496900320","Elsevier","10.1006/qres.1996.0032","May 1996","The sharp coincidence of remains from hemlock needles with chewing damage typical of hemlock looper feeding","7780"
"54b43267e138239d8684f3f9","Mid-Holocene Hemlock Decline in Eastern North America Linked with Phytophagous Insect Activity","Quaternary Research","Bhiry, Najat; Filion, Louise","4","http://www.sciencedirect.com/science/article/pii/S0033589496900320","Elsevier","10.1006/qres.1996.0032","May 1996","(Table 1) showed typical hemlock looper damage (Figs. 2b<U+2013>2d), identical to damage observed on modern","7780"
"54b43267e138239d8684f3f9","Mid-Holocene Hemlock Decline in Eastern North America Linked with Phytophagous Insect Activity","Quaternary Research","Bhiry, Najat; Filion, Louise","4","http://www.sciencedirect.com/science/article/pii/S0033589496900320","Elsevier","10.1006/qres.1996.0032","May 1996","(Table 1) also showed chewing damage (Figs. 2c and 2d).","7780"
"54b43267e138239d8684f3f9","Mid-Holocene Hemlock Decline in Eastern North America Linked with Phytophagous Insect Activity","Quaternary Research","Bhiry, Najat; Filion, Louise","4","http://www.sciencedirect.com/science/article/pii/S0033589496900320","Elsevier","10.1006/qres.1996.0032","May 1996","interdune depression along with red maple (Acer rubrum) (Fig. 1a) also showed signs of hemlock looper damage","7780"
"5a051d96cf58f1729c0d082f","The impact of late Holocene land-use change, climate variability, and sea-level rise on carbon storage in tidal freshwater wetlands on the southeastern United States Coastal Plain","Journal of Geophysical Research: Biogeosciences","Jones, Miriam C.; Bernhardt, Christopher E.; Krauss, Ken W.; Noe, Gregory B.","1","http://doi.wiley.com/10.1002/2017JG004015","Wiley","10.1002/2017JG004015","2017 11","rice cultivation was the major contributor to the Carolina lowland economy, which proliferated with legalization","11172"
"5a051d96cf58f1729c0d082f","The impact of late Holocene land-use change, climate variability, and sea-level rise on carbon storage in tidal freshwater wetlands on the southeastern United States Coastal Plain","Journal of Geophysical Research: Biogeosciences","Jones, Miriam C.; Bernhardt, Christopher E.; Krauss, Ken W.; Noe, Gregory B.","2","http://doi.wiley.com/10.1002/2017JG004015","Wiley","10.1002/2017JG004015","2017 11","important global change questions, as these wetlands help protect coastlines from <U+FB02>ooding and storm damage","11172"
"5a051d96cf58f1729c0d082f","The impact of late Holocene land-use change, climate variability, and sea-level rise on carbon storage in tidal freshwater wetlands on the southeastern United States Coastal Plain","Journal of Geophysical Research: Biogeosciences","Jones, Miriam C.; Bernhardt, Christopher E.; Krauss, Ken W.; Noe, Gregory B.","2","http://doi.wiley.com/10.1002/2017JG004015","Wiley","10.1002/2017JG004015","2017 11","C.E. but dropped off after the Civil War and after a string of hurricanes between 1893 and 1911 C.E. damaged","11172"
"5c3ff75f1faed655488cf67b","Variance and Rate-of-Change as Early Warning Signals for a Critical Transition in an Aquatic Ecosystem State: A Test Case From Tasmania, Australia","Journal of Geophysical Research: Biogeosciences","Beck, Kristen K.; Fletcher, Michael-Shawn; Gadd, Patricia S.; Heijnis, Henk; Saunders, Krystyna M.; Simpson, Gavin L.; Zawadzki, Atun","1","http://doi.wiley.com/10.1002/2017JG004135","Wiley","10.1002/2017JG004135","","Damage to terrestrial vegetation by <U+FB01>re can destabilize soil pro<U+FB01>les, resulting in erosion of terrestrial","11279"
"5f349c65a58f1dfd521147d1","Interindividual differences in embodied marginalization: Osteological and stable isotope analyses of antebellum enslaved individuals","American Journal of Human Biology","Dent, Sophia C.","1","http://doi.wiley.com/10.1002/ajhb.23021","Wiley","10.1002/ajhb.23021","","Recovering the <U+2019>body politic<U+2019>: A relational ethics of meaning for bioarchaeology.","15505"
"574f75e0cf58f12eddb1082e","An isotopic perspective on the transport of Byzantine mining camp laborers into southwestern Jordan","American Journal of Physical Anthropology","Perry, Megan A.; Coleman, Drew S.; Dettman, David L.; al-Shiyab, Abdel Halim","2","http://doi.wiley.com/10.1002/ajpa.21085","Wiley","10.1002/ajpa.21085","November 2009","boys <U+2018><U+2018>who have not entered maturity<U+2019><U+2019> (i.e., probably under 13 years of age according to Byzantine legal","19258"
"574f75e0cf58f12eddb1082e","An isotopic perspective on the transport of Byzantine mining camp laborers into southwestern Jordan","American Journal of Physical Anthropology","Perry, Megan A.; Coleman, Drew S.; Dettman, David L.; al-Shiyab, Abdel Halim","2","http://doi.wiley.com/10.1002/ajpa.21085","Wiley","10.1002/ajpa.21085","November 2009","Roman and Byzantine legal codes state that only children under 7 years of age were not liable for their","19258"
"574f75e0cf58f12eddb1082e","An isotopic perspective on the transport of Byzantine mining camp laborers into southwestern Jordan","American Journal of Physical Anthropology","Perry, Megan A.; Coleman, Drew S.; Dettman, David L.; al-Shiyab, Abdel Halim","2","http://doi.wiley.com/10.1002/ajpa.21085","Wiley","10.1002/ajpa.21085","November 2009","decreased centralization throughout Byzantine administration of the eastern provinces and the material cultural","19258"
"574f75e0cf58f12eddb1082e","An isotopic perspective on the transport of Byzantine mining camp laborers into southwestern Jordan","American Journal of Physical Anthropology","Perry, Megan A.; Coleman, Drew S.; Dettman, David L.; al-Shiyab, Abdel Halim","2","http://doi.wiley.com/10.1002/ajpa.21085","Wiley","10.1002/ajpa.21085","November 2009","data from Faynan that emphasizes local, rather than international, connections.","19258"
