"gddid","title","pubname","authors","hits","URL","publisher","doi","coverDate","highlight","publicationid"
"54b4326de138239d868505cf","Vegetation and fire history from three lakes with varved sediments in northwestern Wisconsin (U.S.A.)","Review of Palaeobotany and Palynology","Gajewski, K.; Winkler, M.G.; Swain, A.M.","1","http://www.sciencedirect.com/science/article/pii/0034666785900211","Elsevier","10.1016/0034-6667(85)90021-1","May 1985","Only the uppermost 11 levels of Zone 1 are used to permit comparisons between the three lakes  Zone No","52"
"570fff3ecf58f11e9687ba12","TWO POLLEN DIAGRAMS FROM THE MAINLAND, ORKNEY ISLANDS","New Phytologist","MOAR, N. T.","1","http://doi.wiley.com/10.1111/j.1469-8137.1969.tb06433.x","Wiley","10.1111/j.1469-8137.1969.tb06433.x","January 1969","MoAR phases in agricultural activity, the sampling distances are too great to permit comment.","1240"
"55047bebe1382326932d8717","Vegetation history and climate of the last 15,000 years at Laghi di Monticchio, southern Italy","Quaternary Science Reviews","Watts, W.A.; Allen, J.R.M.; Huntley, B.; Fritz, S.C.","2","http://www.sciencedirect.com/science/article/pii/0277379195000380","Elsevier","10.1016/0277-3791(95)00038-0","1996","Tephras both document the activity of volcanoes within a region and permit dating by correlation with","1381"
"55047bebe1382326932d8717","Vegetation history and climate of the last 15,000 years at Laghi di Monticchio, southern Italy","Quaternary Science Reviews","Watts, W.A.; Allen, J.R.M.; Huntley, B.; Fritz, S.C.","2","http://www.sciencedirect.com/science/article/pii/0277379195000380","Elsevier","10.1016/0277-3791(95)00038-0","1996","found at other  sites in Italy if pollen diagrams are prepared at suffici-  ently close intervals to permit","1381"
"55047e6de1382326932d8729","Vegetation history and palaeoclimate of the last glacial period at Lago Grande di Monticchio, Southern Italy","Quaternary Science Reviews","Watts, W.A.; Allen, J.R.M.; Huntley, B.","2","http://www.sciencedirect.com/science/article/pii/0277379195000933","Elsevier","10.1016/0277-3791(95)00093-3","1996","b.Figure 3 shows an enlargement of pollen zones 7 to 12a extracted from the main diagram in order to permit","1380"
"55047e6de1382326932d8729","Vegetation history and palaeoclimate of the last glacial period at Lago Grande di Monticchio, Southern Italy","Quaternary Science Reviews","Watts, W.A.; Allen, J.R.M.; Huntley, B.","2","http://www.sciencedirect.com/science/article/pii/0277379195000933","Elsevier","10.1016/0277-3791(95)00093-3","1996","Zones 5-7 of Fig. 2 were treated as a single unit in Fig. 4 as there were insufficient data to permit","1380"
"54b43269e138239d8684faef","Pollen evidence of pleistocene and holocene vegetation on the Allegheny plateau, Maryland","Quaternary Research","Maxwell, Jean A.; Davis, Margaret Bryan","2","http://www.sciencedirect.com/science/article/pii/0033589472900890","Elsevier","10.1016/0033-5894(72)90089-0","December 1972","years, sufficient palynological and radiometric data should be available from the glaciated region to permit","107"
"54b43269e138239d8684faef","Pollen evidence of pleistocene and holocene vegetation on the Allegheny plateau, Maryland","Quaternary Research","Maxwell, Jean A.; Davis, Margaret Bryan","2","http://www.sciencedirect.com/science/article/pii/0033589472900890","Elsevier","10.1016/0033-5894(72)90089-0","December 1972","The ever-increasing number of site analyses already has permitted, in at least broad outline form, reconstruction","107"
"54b43268e138239d8684f7ca","Late Quaternary vegetation in the Southwestern Columbia Basin, Washington","Quaternary Research","Barnosky, Cathy W.","1","http://www.sciencedirect.com/science/article/pii/0033589485900754","Elsevier","10.1016/0033-5894(85)90075-4","January 1985","the introduction of a more humid climate than that of the previous period, which reduced drought and permitted","179"
"59448633cf58f12667b55b0b","An associated musk ox skeleton from saltville, Virginia","Journal of Vertebrate Paleontology","McDonald, Jerry N.; Bartlett, Charles S.","2","http://www.tandfonline.com/doi/abs/10.1080/02724634.1983.10011946","Taylor and Francis","10.1080/02724634.1983.10011946","2010 08","Sex and Specific Identity-Available information does not permit determination of the sex or subtribal","2808"
"59448633cf58f12667b55b0b","An associated musk ox skeleton from saltville, Virginia","Journal of Vertebrate Paleontology","McDonald, Jerry N.; Bartlett, Charles S.","2","http://www.tandfonline.com/doi/abs/10.1080/02724634.1983.10011946","Taylor and Francis","10.1080/02724634.1983.10011946","2010 08","The Town of Saltville kindly permitted us to excavate the materials described herein.","2808"
"574cb209cf58f101d6da792e","A late Wisconsinan Coleopterous assemblage from southern Ontario and its environmental significance","Canadian Journal of Earth Sciences","Ashworth, Allan C.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/e77-138","Canadian Science Publishing","10.1139/e77-138","July 1977","Scudder, like many of his contemporaries, had a rigid concept of species which permitted no character","6069"
"5719e6f6cf58f1736fb34b34","Paradigms and proboscideans in the southern Great Lakes region, USA","Quaternary International","Saunders, Jeffrey J.; Grimm, Eric C.; Widga, Christopher C.; Campbell, G. Dennis; Curry, B. Brandon; Grimley, David A.; Hanson, Paul R.; McCullum, Judd P.; Oliver, James S.; Treworgy, Janis D.","1","http://www.sciencedirect.com/science/article/pii/S1040618209003267","Elsevier","10.1016/j.quaint.2009.07.031","15 April 2010","The clarity of woolly mammoth traits seen on the teeth of the Lincoln College mammoth permits unambiguous","7244"
"57b0bd66cf58f10df9b1c542","A fossil record of colonization and response of lacustrine fish populations to climate change","Canadian Journal of Fisheries and Aquatic Sciences","Newbrey, Michael G; Ashworth, Allan C","5","http://www.nrcresearchpress.com/doi/abs/10.1139/f04-113","Canadian Science Publishing","10.1139/f04-113","October 2004","This fossil record permits us to examine freshwater-fishery data and its effects of climate change on","6218"
"57b0bd66cf58f10df9b1c542","A fossil record of colonization and response of lacustrine fish populations to climate change","Canadian Journal of Fisheries and Aquatic Sciences","Newbrey, Michael G; Ashworth, Allan C","5","http://www.nrcresearchpress.com/doi/abs/10.1139/f04-113","Canadian Science Publishing","10.1139/f04-113","October 2004","Also the data permit us to describe ecological processes occurring on longer time scales than is possible","6218"
"57b0bd66cf58f10df9b1c542","A fossil record of colonization and response of lacustrine fish populations to climate change","Canadian Journal of Fisheries and Aquatic Sciences","Newbrey, Michael G; Ashworth, Allan C","5","http://www.nrcresearchpress.com/doi/abs/10.1139/f04-113","Canadian Science Publishing","10.1139/f04-113","October 2004","The site has excellent preservation of terrestrial and aquatic plants and animals, which permits taxonomic","6218"
"57b0bd66cf58f10df9b1c542","A fossil record of colonization and response of lacustrine fish populations to climate change","Canadian Journal of Fisheries and Aquatic Sciences","Newbrey, Michael G; Ashworth, Allan C","5","http://www.nrcresearchpress.com/doi/abs/10.1139/f04-113","Canadian Science Publishing","10.1139/f04-113","October 2004","elevating nutrient levels in the lake higher than those of the spruce-dominated watershed, thereby permitting","6218"
"57b0bd66cf58f10df9b1c542","A fossil record of colonization and response of lacustrine fish populations to climate change","Canadian Journal of Fisheries and Aquatic Sciences","Newbrey, Michael G; Ashworth, Allan C","5","http://www.nrcresearchpress.com/doi/abs/10.1139/f04-113","Canadian Science Publishing","10.1139/f04-113","October 2004","nitrogen and phosphorus) from deciduous litter were significantly higher than those from conifers, thus permitting","6218"
"577c5ccbcf58f190bbf052dd","Pollen, Seed, and Mollusk Analysis of a Sediment Core from Pickerel Lake, Northeastern South Dakota","Geol Soc America Bull","WATTS, W. A.; BRIGHT, R. C.","1","http://dx.doi.org/10.1130/0016-7606(1968)79[855:psamao]2.0.co;2","GSA","10.1130/0016-7606(1968)79[855:psamao]2.0.co;2","1968","means of reconstructing regional vegetation and even some aspects of local vegetation, and it also permits","128"
"572096d1cf58f1a9100e7150","Geographical and climatic limits of needle types of one- and two-needled pinyon pines","Journal of Biogeography","Cole, Kenneth L.; Fisher, Jessica; Arundel, Samantha T.; Cannella, John; Swift, Sandra","2","http://doi.wiley.com/10.1111/j.1365-2699.2007.01786.x","Wiley","10.1111/j.1365-2699.2007.01786.x","September 2007","E-mail: ken_cole@usgs.gov Re-use of this article is permitted in accordance with the Creative Commons","7446"
"572096d1cf58f1a9100e7150","Geographical and climatic limits of needle types of one- and two-needled pinyon pines","Journal of Biogeography","Cole, Kenneth L.; Fisher, Jessica; Arundel, Samantha T.; Cannella, John; Swift, Sandra","2","http://doi.wiley.com/10.1111/j.1365-2699.2007.01786.x","Wiley","10.1111/j.1365-2699.2007.01786.x","September 2007","Deed, Attribution 2.5, which does not permit commerical exploitation  Results The pinyon needles were","7446"
"57244551cf58f1b7ad5dcd05","Persistence of coastal spruce refugia during the Holocene in northern New England, USA, detected by stand-scale pollen stratigraphies","Journal of Ecology","Schauffler, Molly; Jacobson, George L.","1","http://doi.wiley.com/10.1046/j.1365-2745.2001.00656.x","Wiley","10.1046/j.1365-2745.2001.00656.x","April 2002","the coast, indicate signi<U+FB01>cant spruce during the middle-Holocene, suggesting that the in<U+FB02>uences that permitted","7513"
"58ce64bccf58f14ecc98b9ac","Biostratigraphy and evolution of the Momipites-Caryapollenites lineage in the early tertiary in the Wind River Basin, Wyoming","Palynology","Nichols, Douglas J.; Ott, Henry L.","1","http://www.tandfonline.com/doi/abs/10.1080/01916122.1978.9989167","Taylor and Francis","10.1080/01916122.1978.9989167","1978 12","The stratigraphic occurrence of the species within this complex permits the establishment of six biostratigraphic","7496"
"5723e593642f88867bc4504d","PLOS ONE: A High-Resolution Chronology of Rapid Forest Transitions following Polynesian Arrival in New Zealand","PLOS ONE","David B. McWethy ;  Janet M. Wilmshurst ;  Cathy Whitlock ;  Jamie R. Wood ;  Matt S. McGlone","1","http://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0111328","Public Library of Science","10.1371/journal.pone.0111328","Nov 5, 2014","open-access article distributed under the terms of the Creative Commons Attribution License, which permits","7524"
"570cfa0bcf58f189c8b28746","Stratigraphic and geochronologic contexts of mammoth (Mammuthus) and other Pleistocene fauna, Upper Missouri Basin (northern Great Plains and Rocky Mountains), U.S.A.","Quaternary International","Hill, Christopher L.","1","http://www.sciencedirect.com/science/article/pii/S104061820500056X","Elsevier","10.1016/j.quaint.2005.03.007","January 2006","Tag Rittel kindly permitted the studies at Blacktail Cave, undertaken in collaboration with excavations","7603"
"5504a7c9e1382326932d8857","Younger Dryas in southernmost south America — An update","Quaternary Science Reviews","Markgraf, Vera","1","http://www.sciencedirect.com/science/article/pii/027737919390043L","Elsevier","10.1016/0277-3791(93)90043-L","1993","Comparable total depth of the two cores and synchronous pollen changes permit comparison.","7755"
"54f4a2ede13823054496a011","Late Pleistocene mammoth remains from Coastal Maine, USA","Quaternary Research","Hoyle, B.Gary; Fisher, Daniel C; Borns, Harold W; Churchill-Dickson, Lisa L; Dorion, Christopher C; Weddle, Thomas K","2","http://www.sciencedirect.com/science/article/pii/S0033589404000377","Elsevier","10.1016/j.yqres.2004.02.006","May 2004","This mammoth’s geologic age and lack of evidence of human association permit it to be treated as representative","7761"
"54f4a2ede13823054496a011","Late Pleistocene mammoth remains from Coastal Maine, USA","Quaternary Research","Hoyle, B.Gary; Fisher, Daniel C; Borns, Harold W; Churchill-Dickson, Lisa L; Dorion, Christopher C; Weddle, Thomas K","2","http://www.sciencedirect.com/science/article/pii/S0033589404000377","Elsevier","10.1016/j.yqres.2004.02.006","May 2004","Acknowledgments We are grateful to the landowners for permitting renewed excavation and are indebted","7761"
"54b43265e138239d8684ef5f","Multi-proxy record of postglacial environmental change, south-central Melville Island, Northwest Territories, Canada","Quaternary Research","Peros, Matthew; Gajewski, Konrad; Paull, Tara; Ravindra, Rebecca; Podritske, Brandi","1","http://www.sciencedirect.com/science/article/pii/S0033589409001586","Elsevier","10.1016/j.yqres.2009.11.010","March 2010","the middle Holocene exceeded those of the past 100 yr, although the resolution of our record does not permit","8162"
"54f4a8ffe13823054496a03a","Historic and Holocene environmental change in the San Antonio Creek Basin, mid-coastal California","Quaternary Research","Scott Anderson, R.; Ejarque, Ana; Rice, Johnathan; Smith, Susan J.; Lebow, Clayton G.","1","http://www.sciencedirect.com/science/article/pii/S0033589414001343","Elsevier","10.1016/j.yqres.2014.11.005","March 2015","Acknowledgments We wish to thank Chris Ryan for the assistance with logistics and general help with permits","8354"
"5a3976dccf58f1047e310351","Late Holocene Cultural Ecology In the Southern Plains: Perspectives From Delaware Canyon, Oklahoma","Plains Anthropologist","Ferring, C. Reid","1","https://www.tandfonline.com/doi/full/10.1080/2052546.1986.11909335","Taylor and Francis","10.1080/2052546.1986.11909335","2017 11","Blocks in the Plains Woodland occupation horizons were too small to permit accurate assessment of intrasite","20156"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","Boreas","BOHNCKE, SJOERD; VANDENBERGHE, JEF; COOPE, RUSSELL; REILING, RUDO","5","http://doi.wiley.com/10.1111/j.1502-3885.1987.tb00756.x","Wiley","10.1111/j.1502-3885.1987.tb00756.x","March 1987","The analyses permitted a detailed reconstruction of the Late Glacial palaeoenvironment besides an estimation","9511"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","Boreas","BOHNCKE, SJOERD; VANDENBERGHE, JEF; COOPE, RUSSELL; REILING, RUDO","5","http://doi.wiley.com/10.1111/j.1502-3885.1987.tb00756.x","Wiley","10.1111/j.1502-3885.1987.tb00756.x","March 1987","chiefly because the number of species at each sampled horizon is small and does not, in this case, permit","9511"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","Boreas","BOHNCKE, SJOERD; VANDENBERGHE, JEF; COOPE, RUSSELL; REILING, RUDO","5","http://doi.wiley.com/10.1111/j.1502-3885.1987.tb00756.x","Wiley","10.1111/j.1502-3885.1987.tb00756.x","March 1987","analysis Since each sample weighed only about 100g, the numbers of specimens obtained were too small to permit","9511"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","Boreas","BOHNCKE, SJOERD; VANDENBERGHE, JEF; COOPE, RUSSELL; REILING, RUDO","5","http://doi.wiley.com/10.1111/j.1502-3885.1987.tb00756.x","Wiley","10.1111/j.1502-3885.1987.tb00756.x","March 1987","The return of aquatics to the site permits additional information on the climate. Nuphar (> 13°C).","9511"
"56819274cf58f1ba274d46b2","Geomorphology and palaeoecology of the Mark valley (southern Netherlands): palaeoecology, palaeohydrology and climate during the Weichselian Late Glacial","Boreas","BOHNCKE, SJOERD; VANDENBERGHE, JEF; COOPE, RUSSELL; REILING, RUDO","5","http://doi.wiley.com/10.1111/j.1502-3885.1987.tb00756.x","Wiley","10.1111/j.1502-3885.1987.tb00756.x","March 1987","The pollen record of zone NTS-8 does not permit further interpretation of the Younger Dryas.","9511"
"56819d56cf58f1ba274d474b","Reconstruction of Late-Glacial lake-level fluctuations in The Netherlands based on palaeobotanical analyses, geochemical results and pollen-density data","Boreas","BOHNCKE, SJOERD; WIJMSTRA, LEX","1","http://doi.wiley.com/10.1111/j.1502-3885.1988.tb00971.x","Wiley","10.1111/j.1502-3885.1988.tb00971.x","September 1988","The Fe/ Mn ratio does not permit conclusions about fluctuations in the groundwater inflow into the Mekelermeer","9503"
"56817ebecf58f1ba274d4596","Holocene vegetation and climate history on a continental-oceanic transect in northern Fennoscandia based on pollen and plant macrofossils","Boreas","BJUNE, ANNE E.; BIRKS, H. J. B.; SEPPÄ, HEIKKI","1","http://doi.wiley.com/10.1111/j.1502-3885.2004.tb01142.x","Wiley","10.1111/j.1502-3885.2004.tb01142.x","August 2004","To permit estimation of pollen and spore concentrations, weighed tablets containing a known concentration","9495"
"5505501fe1382326932d8c8d","Holocene climate variability in northernmost Europe","Quaternary Science Reviews","Allen, Judy R.M.; Long, Antony J.; Ottley, Chris J.; Graham Pearson, D.; Huntley, Brian","1","http://www.sciencedirect.com/science/article/pii/S0277379107000583","Elsevier","10.1016/j.quascirev.2007.02.009","May 2007","deposited during cooler intervals, probably because partial opening of vegetation cover during these times permitted","9537"
"58b2760acf58f110c0cad979","29. Vrbka (Czech Republic): Pollen record of secondary steppe vegetation development within the Bronze Age agricultural landscape","Grana","Pokorný, Petr","1","http://www.tandfonline.com/doi/full/10.1080/00173134.2015.1120342","Taylor and Francis","10.1080/00173134.2015.1120342","2016 07","sedimentary sequences are found in lowlands, these are often rich in calciumcarbonate and as such do not permit","9515"
"54b43265e138239d8684ee72","Stable isotopes reflect the ecological stability of two high-elevation mammals from the late Quaternary of Colorado","Quaternary Research","McLean, Bryan S.; Emslie, Steven D.","3","http://www.sciencedirect.com/science/article/pii/S0033589412000208","Elsevier","10.1016/j.yqres.2012.02.001","May 2012","To permit comparisons among time intervals with distinct climate histories, simple age bins were constructed","9550"
"54b43265e138239d8684ee72","Stable isotopes reflect the ecological stability of two high-elevation mammals from the late Quaternary of Colorado","Quaternary Research","McLean, Bryan S.; Emslie, Steven D.","3","http://www.sciencedirect.com/science/article/pii/S0033589412000208","Elsevier","10.1016/j.yqres.2012.02.001","May 2012","were sampled from 17 and 16 different levels, respectively, and most cave levels were rich enough to permit","9550"
"54b43265e138239d8684ee72","Stable isotopes reflect the ecological stability of two high-elevation mammals from the late Quaternary of Colorado","Quaternary Research","McLean, Bryan S.; Emslie, Steven D.","3","http://www.sciencedirect.com/science/article/pii/S0033589412000208","Elsevier","10.1016/j.yqres.2012.02.001","May 2012","Forest Service) for their assistance in providing permit GUN627 to excavate at Cement Creek Cave, and","9550"
"5507ab96e1382326932d966e","Abrupt Holocene climate change and potential response to solar forcing in western Canada","Quaternary Science Reviews","Gavin, Daniel G.; Henderson, Andrew C.G.; Westover, Karlyn S.; Fritz, Sherilyn C.; Walker, Ian R.; Leng, Melanie J.; Hu, Feng Sheng","2","http://www.sciencedirect.com/science/article/pii/S0277379111000758","Elsevier","10.1016/j.quascirev.2011.03.003","May 2011","Multiple visual tie-points between two parallel cores permitted continuous sampling down-core at 1-cm","9575"
"5507ab96e1382326932d966e","Abrupt Holocene climate change and potential response to solar forcing in western Canada","Quaternary Science Reviews","Gavin, Daniel G.; Henderson, Andrew C.G.; Westover, Karlyn S.; Fritz, Sherilyn C.; Walker, Ian R.; Leng, Melanie J.; Hu, Feng Sheng","2","http://www.sciencedirect.com/science/article/pii/S0277379111000758","Elsevier","10.1016/j.quascirev.2011.03.003","May 2011",", along with the high deposition rate and minimal sediment mixing as evidenced by microlaminations, permitted","9575"
"55f5b4a9cf58f16256a22d20","Forest dynamics in relation to multi-decadal late-Holocene climatic variability, eastern Ontario, Canada","Review of Palaeobotany and Palynology","Keizer, Peter S.; Gajewski, Konrad; McLeman, Robert","1","http://www.sciencedirect.com/science/article/pii/S0034666715000688","Elsevier","10.1016/j.revpalbo.2015.04.001","August 2015","reconstruction showed some correlation with the other records, but lacked the temporal resolution to permit","9779"
"54b43243e138239d86849169","Upper quaternary vegetational and climatic sequence of the fuquene area (Eastern Cordillera, Colombia)","Palaeogeography, Palaeoclimatology, Palaeoecology","Van Geel, B.; Van der Hammen, T.","2","http://www.sciencedirect.com/science/article/pii/0031018273900643","Elsevier","10.1016/0031-0182(73)90064-3","August 1973","It permits a detailed reconstruction of the history of vegetation and of several climatic factors, including","9806"
"54b43243e138239d86849169","Upper quaternary vegetational and climatic sequence of the fuquene area (Eastern Cordillera, Colombia)","Palaeogeography, Palaeoclimatology, Palaeoecology","Van Geel, B.; Van der Hammen, T.","2","http://www.sciencedirect.com/science/article/pii/0031018273900643","Elsevier","10.1016/0031-0182(73)90064-3","August 1973","certain types of vegetation of the hygrosere (e.g., those dominated by large species of Scirpus) do not permit","9806"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","Review of Palaeobotany and Palynology","Germeraad, J.H.; Hopping, C.A.; Muller, J.","5","http://www.sciencedirect.com/science/article/pii/0034666768900511","Elsevier","10.1016/0034-6667(68)90051-1","May 1968","Then the data from other disciplines, viz. botany, geology and zoopalaeontology, which permit a better","9819"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","Review of Palaeobotany and Palynology","Germeraad, J.H.; Hopping, C.A.; Muller, J.","5","http://www.sciencedirect.com/science/article/pii/0034666768900511","Elsevier","10.1016/0034-6667(68)90051-1","May 1968","botanical identification of the pollen species was impossible or did not provide sufficient evidence to permit","9819"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","Review of Palaeobotany and Palynology","Germeraad, J.H.; Hopping, C.A.; Muller, J.","5","http://www.sciencedirect.com/science/article/pii/0034666768900511","Elsevier","10.1016/0034-6667(68)90051-1","May 1968","The material did not permit a further separation and in the counting of samples all these variations","9819"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","Review of Palaeobotany and Palynology","Germeraad, J.H.; Hopping, C.A.; Muller, J.","5","http://www.sciencedirect.com/science/article/pii/0034666768900511","Elsevier","10.1016/0034-6667(68)90051-1","May 1968","observed the presence of columellae and tectum, which in our opinion proves angiospermous affinities and permits","9819"
"54b4326fe138239d868508ed","Palynology of tertiary sediments from tropical areas","Review of Palaeobotany and Palynology","Germeraad, J.H.; Hopping, C.A.; Muller, J.","5","http://www.sciencedirect.com/science/article/pii/0034666768900511","Elsevier","10.1016/0034-6667(68)90051-1","May 1968","In Borneo Eocene sediments unfortunately do not carry well enough preserved microfloras to permit positive","9819"
"5505c525e1382326932d8e83","Late Quaternary dynamics of forest vegetation on northern Vancouver Island, British Columbia, Canada","Quaternary Science Reviews","Lacourse, Terri","1","http://www.sciencedirect.com/science/article/pii/S027737910400174X","Elsevier","10.1016/j.quascirev.2004.05.008","January 2005","records of vegetation provide an integrated perspective of vegetation dynamics over many millennia, and permit","9822"
"5833385fcf58f177a7b77cc4","Environmental change controls postglacial forest dynamics through interspecific differences in life-history traits","Ecology","Lacourse, Terri","2","http://doi.wiley.com/10.1890/08-1136.1","Wiley","10.1890/08-1136.1","2009 08","The original method was designed to address presence/ absence data in table L, but a revised version permits","9823"
